movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
Boiler Room,9000000,16963963,28773637,R,Drama
Black Christmas,9000000,16235738,16235738,R,Horror
The Edge of Seventeen,9000000,14431633,19096003,R,Drama
Jackie,9000000,13960394,29345883,R,Drama
The Ice Pirates,9000000,13075390,13075390,,Comedy
Henry V,9000000,10161099,10176701,PG-13,Action
Loving,9000000,7710234,12898064,PG-13,Drama
The Savages,9000000,6623082,10642023,R,Drama
Chasing Papi,9000000,6126237,12657377,PG,Comedy
The Way of the Gun,9000000,6047856,13061935,R,Action
Hamlet 2,9000000,4886216,4934104,R,Comedy
Igby Goes Down,9000000,4777465,4777465,R,Comedy
PCU,9000000,4333569,4333569,PG-13,Comedy
The Ultimate Gift,9000000,3438735,3438735,PG,Drama
Beautiful,9000000,3134509,3134509,PG-13,Drama
Gracie,9000000,2956339,3922043,PG-13,Drama
Greater,9000000,2000093,2000093,PG,Drama
Trust the Man,9000000,1530535,2548378,R,Comedy
Princess Kaiulani,9000000,883887,883887,PG,Drama
Dheepan,9000000,248795,7704357,R,Drama
All or Nothing,9000000,184255,184255,R,Drama
Opal Dream,9000000,14443,14443,PG,Drama
Skin Trade,9000000,1242,1242,R,Action
Veronika Decides to Die,9000000,0,2243,R,Drama
Barbarella,9000000,0,0,PG,Adventure
Ultramarines,8900000,0,0,R,Action
Crocodile Dundee,8800000,174803506,328203506,PG-13,Comedy
Manchester by the Sea,8500000,47695371,77733867,R,Drama
Crazy Heart,8500000,39471742,47417251,R,Drama
Star Wars: The Clone Wars,8500000,35161554,68695443,PG,Adventure
The DUFF,8500000,34030343,43528634,PG-13,Comedy
The Lost Boys,8500000,32222567,32222567,R,Horror
The Rose,8500000,29200000,29200000,,Drama
Haakon Haakonsen,8500000,15024232,15024232,PG,Adventure
The Namesake,8500000,13610521,20288774,PG-13,Drama
Club Dread,8500000,5001655,7573551,R,Comedy
Bright Star,8500000,4444637,17220091,PG,Drama
The Rover,8500000,1109199,3180252,R,Drama
A.C.O.R.N.S.: Operation Crackdown,8500000,0,1353287,PG,Adventure
My Name is Khan,8470000,4046336,42355526,PG-13,Drama
Limbo,8300000,2160710,2598224,R,Drama
The City of Your Final Destination,8300000,493296,1353296,PG-13,Drama
Kurtlar vadisi - Irak,8300000,0,24906717,,Action
Pulp Fiction,8000000,107928762,212928762,R,Drama
The Karate Kid,8000000,90815558,90815558,PG,Action
The Muppet Movie,8000000,76657000,76657000,G,Adventure
Splash,8000000,62599495,62599495,PG,Comedy
Little Miss Sunshine,8000000,59891098,100642353,R,Comedy
Easy A,8000000,58401464,76200721,PG-13,Comedy
Stand by Me,8000000,52287414,52287414,R,Drama
28 Days Later…,8000000,45064915,82955633,R,Horror
Escape from Alcatraz,8000000,43000000,43000000,PG,Drama
You Got Served,8000000,40066497,50811858,PG-13,Drama
Howards End,8000000,26124872,26317943,PG,Drama
Shutter,8000000,25928550,47782426,PG-13,Horror
Modern Problems,8000000,24474312,24474312,,Comedy
On Her Majesty's Secret Service,8000000,22800000,82000000,PG,Action
Creepshow,8000000,20036244,20036244,,Horror
Akeelah and the Bee,8000000,18848430,18959424,PG,Drama
Wes Craven's New Nightmare,8000000,18090181,18090181,R,Horror
Drive Me Crazy,8000000,17843379,22591451,PG-13,Comedy
Enough Said,8000000,17550872,25621449,PG-13,Comedy
Half Baked,8000000,17394881,17394881,R,Comedy
Begin Again,8000000,16170632,68838736,R,Drama
See No Evil,8000000,15032800,18828036,R,Horror
The Good Girl,8000000,14018296,16585503,R,Drama
Prom,8000000,10130219,10763183,PG,Comedy
The Inkwell,8000000,8864699,8864699,R,Comedy
Shadow of the Vampire,8000000,8279017,8279017,R,Drama
Me and Earl and the Dying Girl,8000000,6758416,9266180,PG-13,Drama
It's Kind of a Funny Story,8000000,6363628,6632950,PG-13,Comedy
Held Up,8000000,4714090,4714090,PG-13,Comedy
Anomalisa,8000000,3759286,5538273,R,Adventure
Caché,8000000,3647381,19891331,R,Drama
Another Year,8000000,3205706,20005613,PG-13,Drama
Showdown in Little Tokyo,8000000,2275557,2275557,R,Action
Made in Dagenham,8000000,1095369,15644196,R,Drama
Prefontaine,8000000,590817,590817,PG-13,Drama
The Wicked Lady,8000000,589308,589308,R,Drama
Brooklyn Rules,8000000,458232,458232,R,Drama
The Singing Detective,8000000,336456,524747,R,Comedy
Fido,8000000,298110,456814,R,Horror
Restless,8000000,163753,2772511,PG-13,Drama
The Wendell Baker Story,8000000,127188,127188,PG-13,Comedy
Wild Target,8000000,109338,5314194,PG-13,Comedy
Aloft,8000000,53086,53086,R,Drama
Fireflies in the Garden,8000000,36884,3587191,R,Drama
Akira,8000000,19585,19585,R,Action
Maurice Richard,8000000,0,0,PG,Drama
Code of Honor,8000000,0,0,R,Action
The Blood of Heroes,7700000,882290,882290,,Action
Driving Miss Daisy,7500000,106593296,106593296,PG,Drama
Soul Food,7500000,43492389,43492389,R,Comedy
Rumble in the Bronx,7500000,32281907,36238752,R,Action
Hostel: Part II,7500000,17544812,33606409,R,Horror
An Education,7500000,12574914,29652736,PG-13,Drama
Extract,7500000,10823158,10849158,R,Comedy
Shopgirl,7500000,10284523,11758418,R,Drama
The Hotel New Hampshire,7500000,5142858,5142858,,Drama
Men with Brooms,7500000,4239767,4239767,R,Comedy
Witless Protection,7500000,4151836,4151836,PG-13,Comedy
The Work and the Glory,7500000,3347647,3347647,PG,Drama
Albert Nobbs,7500000,3014696,8539003,R,Drama
The Neon Demon,7500000,1333124,3559803,R,Horror
Masked and Anonymous,7500000,533344,555335,PG-13,Drama
Borg vs McEnroe,7500000,231346,3257078,R,Drama
Pound of Flesh,7500000,0,0,R,Action
Persepolis,7300000,4443403,25397460,PG-13,Drama
Die Welle,7250000,0,35122948,,Drama
The Omega Code,7200000,12610552,12678312,PG-13,Action
Juno,7000000,143495265,231450102,PG-13,Comedy
The Godfather,7000000,134966411,268500000,R,Drama
Magic Mike,7000000,113721571,170549753,R,Comedy
Flashdance,7000000,90463574,201463574,R,Drama
I Can Only Imagine,7000000,83482352,85430011,PG,Drama
The Piano,7000000,40157856,40168957,R,Drama
Live and Let Die,7000000,35400000,161800000,PG,Action
My Dog Skip,7000000,34099640,35795319,PG,Drama
Darkness Falls,7000000,32539681,47289758,PG-13,Horror
Capote,7000000,28750530,49924079,R,Drama
The Great Gatsby,7000000,26533200,26533200,,Drama
Desperado,7000000,25532388,25532388,R,Action
Kingdom Come,7000000,23247539,23393939,PG,Comedy
The Man with the Golden Gun,7000000,21000000,97600000,PG,Action
Action Jackson,7000000,20257000,20257000,R,Action
Breathless,7000000,19910002,19910002,R,Action
Dope,7000000,17506470,18190831,R,Comedy
The Devil's Rejects,7000000,17044981,20940428,R,Horror
Devil's Due,7000000,15821461,36146087,R,Horror
Flirting with Disaster,7000000,14853474,16149180,R,Comedy
Beyond the Lights,7000000,14618727,14618727,PG-13,Drama
Buffy the Vampire Slayer,7000000,14231669,14231669,PG-13,Horror
In Too Deep,7000000,14026509,15471229,R,Drama
Silver Bullet,7000000,10803211,10803211,R,Horror
House of the Dead,7000000,10199354,13767816,R,Horror
A Serious Man,7000000,9228788,30360570,R,Comedy
A Single Man,7000000,9176000,28142379,R,Drama
Warlock,7000000,8824553,8824553,R,Horror
The Last Temptation of Christ,7000000,8373585,8373585,,Drama
Cyrus,7000000,7468936,10062896,R,Comedy
Outside Providence,7000000,7309628,7824358,R,Comedy
Rabbit-Proof Fence,7000000,6199600,16866928,PG,Drama
Who's Your Caddy?,7000000,5694308,5694308,PG-13,Comedy
Split Second,7000000,5430822,5430822,R,Action
The Other Side of Heaven,7000000,4720371,4720371,PG,Drama
Dark Angel,7000000,4372561,4372561,,Action
American Anthem,7000000,3571624,3571624,PG-13,Drama
Redbelt,7000000,2344847,2667084,R,Action
A Dog of Flanders,7000000,2165637,2165637,PG,Drama
Auto Focus,7000000,2062066,2703821,R,Drama
The Mighty Macs,7000000,1891936,1891936,G,Drama
Somewhere,7000000,1785645,17023121,R,Drama
We Need to Talk About Kevin,7000000,1738692,10765283,R,Drama
Factory Girl,7000000,1661464,1661464,R,Drama
The Christmas Candle,7000000,1632000,1933829,PG,Adventure
I Hope They Serve Beer in Hell,7000000,1429299,1429453,R,Comedy
Losin' It,7000000,1246141,1246141,R,Comedy
Mother and Child,7000000,1110509,6537179,R,Drama
Les Visiteurs,7000000,659000,98754000,R,Comedy
Freeheld,7000000,546201,1732228,PG-13,Drama
Dom Hemingway,7000000,523511,1857458,R,Comedy
The Extra Man,7000000,453377,492108,R,Comedy
Hesher,7000000,382946,382946,R,Drama
Chairman of the Board,7000000,306715,306715,PG-13,Comedy
Gerry,7000000,254683,719699,R,Drama
The Boondock Saints,7000000,30471,411874,R,Action
The Kings of Appletown,7000000,0,0,PG,Action
House at the End of the Street,6900000,31611916,44103982,PG-13,Horror
Dazed and Confused,6900000,7950889,7950889,R,Comedy
Incendies,6800000,6857096,16038343,R,Drama
The Chumscrubber,6800000,49526,49526,R,Drama
Tropa de Elite,6537890,8744,14319195,R,Action
Annabelle,6500000,84273813,256862920,R,Horror
Boyz n the Hood,6500000,56190094,56215095,R,Drama
La Bamba,6500000,54215416,54215416,PG-13,Drama
The Four Seasons,6500000,42488161,42488161,PG,Comedy
The Adventures of Huck Finn,6500000,24103594,24103594,PG,Adventure
Friends with Money,6500000,13368437,18110152,R,Comedy
Bats,6500000,10155691,10155691,R,Horror
Nowhere in Africa,6500000,6173485,6173485,R,Drama
The East,6500000,2274649,3027956,PG-13,Drama
The Messenger,6500000,1109660,1744952,R,Drama
A Home at the End of the World,6500000,1029017,1033810,R,Drama
The Terminator,6400000,38019031,78019031,R,Action
Control,6400000,871577,8902141,R,Drama
The Damned United,6400000,449865,4199874,R,Drama
Die Fälscher,6250000,5488570,20199663,R,Drama
Return of the Living Dead Part II,6200000,9205924,9205924,,Horror
Mallrats,6100000,2108367,2108367,R,Comedy
Platoon,6000000,137963328,137978395,R,Drama
Ordinary People,6000000,52302978,52302978,R,Drama
Around the World in 80 Days,6000000,42000000,42000000,PG,Adventure
Caddyshack,6000000,39846344,39846344,,Comedy
The Brothers,6000000,27457409,27958191,R,Comedy
The Wrestler,6000000,26238243,46634275,R,Drama
Do the Right Thing,6000000,26004026,26004026,R,Comedy
Escape from New York,6000000,25244700,25244700,R,Action
The Wood,6000000,25059640,25059640,R,Comedy
The Usual Suspects,6000000,23341568,34449356,R,Drama
National Lampoon’s Van Wilder,6000000,21305259,39241323,R,Comedy
Best in Show,6000000,18621249,20695413,PG-13,Comedy
The Last King of Scotland,6000000,17606684,49155371,R,Drama
A Mighty Wind,6000000,17583468,18504539,PG-13,Comedy
School Daze,6000000,14545844,14545844,R,Drama
Daddy Day Camp,6000000,13235267,18209872,PG,Comedy
Mystic Pizza,6000000,12793213,12793213,R,Comedy
Mr. Nice Guy,6000000,12716953,31716953,PG-13,Action
Sliding Doors,6000000,11911200,58809149,PG-13,Drama
Tales from the Hood,6000000,11784569,11784569,R,Horror
The Words,6000000,11494838,16369708,PG-13,Drama
Pollock,6000000,8596914,10557291,R,Drama
City Island,6000000,6671283,8173486,PG-13,Comedy
Casa de mi Padre,6000000,5909483,8446952,R,Comedy
The Guard,6000000,5359774,21197454,R,Comedy
College,6000000,4694491,6176114,R,Comedy
La science des rêves,6000000,4670644,15137932,R,Comedy
Miss March,6000000,4543320,4713059,R,Comedy
Wish I Was Here,6000000,3591299,6591365,R,Comedy
Venus,6000000,3347411,7818479,R,Drama
Veronica Mars,6000000,3322127,3485383,PG-13,Drama
Shattered Glass,6000000,2207975,3456602,PG-13,Drama
The Wackness,6000000,2077046,3330012,R,Comedy
Novocaine,6000000,2025238,2522928,R,Comedy
Snow Flower and the Secret Fan,6000000,1348205,11348205,PG-13,Drama
The Business of Strangers,6000000,1030920,1290920,R,Drama
Jûsan-nin no shikaku,6000000,802778,18727440,R,Action
The 5th Quarter,6000000,408159,408159,PG,Drama
The First Great Train Robbery,6000000,391942,391942,,Action
Come Early Morning,6000000,119452,119452,R,Drama
The Greatest,6000000,115862,117796,R,Drama
Song One,6000000,32251,437089,PG-13,Drama
Videodrome,5952000,2120439,2120439,,Horror
Winter in Wartime,5800000,542860,9662214,R,Drama
Tom yum goong,5700000,12044087,43044087,R,Action
The Inbetweeners,5700000,35955,86051320,R,Comedy
Bend it Like Beckham,5600000,32543449,74566042,PG-13,Drama
Crossover,5600000,7009668,7009668,PG-13,Drama
Sunshine State,5600000,3064356,3281898,PG-13,Drama
The Sting,5500000,159616327,159616327,PG,Comedy
Chariots of Fire,5500000,61558162,61865947,PG,Drama
Diary of a Mad Black Woman,5500000,50406346,50458356,PG-13,Drama
Shine,5500000,35811509,36672493,PG-13,Drama
Hell Fest,5500000,10751601,12527795,R,Horror
Mambo Italiano,5500000,9282750,12399772,R,Comedy
Ghost World,5500000,6217849,8761608,R,Comedy
Iris,5500000,5580479,15155021,R,Drama
Les Choristes,5500000,3629758,83529758,PG-13,Drama
Wonderland,5500000,1060512,1060512,R,Drama
Haevnen,5500000,1008098,15867314,R,Drama
Harvard Man,5500000,56653,56653,R,Drama
Salvation Boulevard,5500000,28468,28468,R,Comedy
The Ten,5250000,769726,786677,R,Comedy
The Girl with all the Gifts,5250000,0,4802379,R,Horror
Saint Ralph,5200000,795126,1695126,PG-13,Comedy
Dum Maaro Dum,5200000,564489,11633427,R,Drama
Somewhere in Time,5100000,9709597,9709597,,Drama
Get Out,5000000,176040665,255363701,R,Horror
Split,5000000,138141585,278306227,PG-13,Horror
Paranormal Activity 3,5000000,104028807,202053386,R,Horror
Saw II,5000000,87025093,152925093,R,Horror
Insidious Chapter 2,5000000,83586447,161921515,PG-13,Horror
Lights Out,5000000,67268835,148868835,PG-13,Horror
Jackass: The Movie,5000000,64282312,79282312,R,Comedy
Happy Death Day,5000000,55683845,125013000,PG-13,Horror
Paranormal Activity 4,5000000,53900335,140619520,R,Horror
Ouija,5000000,50856010,103300632,PG-13,Horror
No se Aceptan Devoluciones,5000000,44467206,100486616,PG-13,Comedy
The Return of the Pink Panther,5000000,41833347,41833347,,Comedy
Monster,5000000,34469210,64240813,R,Drama
Oculus,5000000,27695246,44115496,R,Horror
Dallas Buyers Club,5000000,27298285,60611845,R,Drama
The Lazarus Effect,5000000,25801570,35341814,PG-13,Horror
Memento,5000000,25544867,39723096,R,Drama
Our Idiot Brother,5000000,24814830,25861249,R,Comedy
Clerks II,5000000,24148068,27342246,R,Comedy
The Players Club,5000000,23047939,23047939,R,Drama
Billy Elliot,5000000,21995263,109263464,PG-13,Drama
The Way Way Back,5000000,21502690,26853810,PG-13,Comedy
God’s Not Dead 2,5000000,20773069,23562057,PG,Drama
The Apostle,5000000,20733485,21277770,PG-13,Drama
The Man From Snowy River,5000000,20659423,20659423,,Drama
House Party 2,5000000,19438638,19438638,R,Comedy
Doug's 1st Movie,5000000,19421271,19421271,G,Adventure
Mommie Dearest,5000000,19032000,25032000,,Drama
Still Alice,5000000,18656400,41699612,PG-13,Drama
Addicted,5000000,17390770,17499242,R,Drama
O (Othello),5000000,16017403,16017403,R,Drama
Eve's Bayou,5000000,14843425,14843425,R,Drama
Nighthawks,5000000,14600000,19600000,,Action
It Comes at Night,5000000,13985117,19720203,R,Horror
Y Tu Mamá También,5000000,13649881,33649881,R,Drama
Shaun of the Dead,5000000,13542874,30332385,R,Comedy
Lone Star,5000000,12961389,12961389,R,Drama
April Fool's Day,5000000,12947763,12947763,,Horror
Diner,5000000,12592907,12592907,,Comedy
Before I Fall,5000000,12241072,18945682,PG-13,Drama
Lone Wolf McQuade,5000000,12232628,12232628,,Action
Sunshine Cleaning,5000000,12062558,17329337,R,Comedy
Fifty Shades of Black,5000000,11686940,22113075,R,Comedy
The Beastmaster,5000000,10751126,10751126,,Action
Not Easily Broken,5000000,10572742,10732909,PG-13,Drama
Moms’ Night Out,5000000,10429707,10537341,PG,Adventure
The Belko Experiment,5000000,10166820,10803839,R,Horror
Digimon: The Movie,5000000,9628751,16628751,PG,Adventure
Saved!,5000000,8886160,10206551,PG-13,Comedy
Les invasions barbares,5000000,8460000,25913869,R,Drama
Force 10 from Navarone,5000000,7100000,7100000,,Action
The Forsaken,5000000,6755271,6755271,R,Horror
UHF,5000000,6157157,6157157,,Comedy
Grandma’s Boy,5000000,6090172,6590172,R,Comedy
Slums of Beverly Hills,5000000,5502773,5502773,R,Comedy
Made,5000000,5308707,5476060,R,Comedy
90 Minutes in Heaven,5000000,4816142,4816142,PG-13,Drama
Keeping Up with the Steins,5000000,4339241,4414753,PG-13,Comedy
The Sweet Hereafter,5000000,4306697,7951247,R,Drama
Bottle Shock,5000000,4078607,4815890,PG-13,Drama
Des Hommes et Des Dieux,5000000,3954651,46263525,PG-13,Drama
Jekyll and Hyde... Together Again,5000000,3707583,3707583,,Comedy
Table 19,5000000,3614896,4620399,PG-13,Comedy
Green Room,5000000,3220371,3807503,R,Horror
Heavenly Creatures,5000000,3046086,5438120,R,Drama
Everything Must Go,5000000,2712131,2821010,PG,Drama
Rabbit Hole,5000000,2229058,6205034,PG-13,Drama
Paterson,5000000,2141423,10761547,R,Comedy
Zero Effect,5000000,2080693,2080693,R,Comedy
Atlas Shrugged: Who Is John Galt?,5000000,851690,851690,PG-13,Drama
Party Monster,5000000,742898,894030,R,Comedy
Bottle Rocket,5000000,407488,407488,R,Action
Ain't Them Bodies Saints,5000000,391611,1075009,R,Drama
Albino Alligator,5000000,353480,353480,R,Drama
Jimi: All is By My Side,5000000,340911,927074,R,Drama
Redacted,5000000,65388,861325,R,Drama
Rudderless,5000000,56001,567219,R,Drama
Grace,5000000,8297,8297,R,Horror
Yoga Hosers,5000000,0,2199,PG-13,Adventure
Reach Me,5000000,0,0,R,Drama
Henry & Me,5000000,0,0,PG,Adventure
Mommy,4900000,3498695,17536004,R,Drama
Sling Blade,4833610,24475416,34175000,R,Drama
Hostel,4800000,47326473,82241110,R,Horror
Take Shelter,4750000,1728953,4972016,R,Drama
The Texas Chainsaw Massacre 2,4700000,8025872,8025872,,Horror
Lady in White,4700000,1705139,1705139,,Horror
Dear Frankie,4600000,1340891,3099369,PG-13,Drama
The Assassination of Richard Nixon,4600000,708776,4880143,R,Drama
Le nom des gens,4600000,514237,9261711,R,Comedy
Police Academy,4500000,81198894,81198894,R,Comedy
The Blue Lagoon,4500000,47923795,47923795,R,Drama
Fast Times at Ridgemont High,4500000,27092880,27092880,,Comedy
Secrets & Lies,4500000,13417292,13417292,R,Drama
25th Hour,4500000,13084595,25344490,R,Drama
After Hours,4500000,10609321,10609321,,Comedy
Låt den rätte komma in,4500000,2122085,12247682,R,Horror
Tango,4500000,1687311,5428387,PG-13,Drama
Salvador,4500000,1500000,1500000,,Drama
Donnie Darko,4500000,1480006,7510877,R,Drama
Salvando al Soldado Perez,4500000,1400726,9330465,PG-13,Action
Karakter,4500000,713413,713413,R,Drama
Blackthorn,4500000,200558,1217307,R,Adventure
Maggie,4500000,187112,664346,PG-13,Drama
Lilja 4-ever,4500000,181655,4556982,R,Drama
After.Life,4500000,108596,2481925,R,Horror
The Sweeney,4500000,26345,8000366,R,Action
Falcon Rising,4500000,11774,11774,R,Adventure
Daisy Winters,4500000,0,0,PG-13,Drama
One Flew Over the Cuckoo's Nest,4400000,108981275,108997629,R,Drama
Silent Movie,4400000,36145695,36145695,,Comedy
Whale Rider,4300000,20779666,39374600,PG-13,Drama
Sexy Beast,4300000,6946056,10158355,R,Drama
Night of the Living Dead,4200000,5835247,5835247,R,Horror
Animal Kingdom,4200000,1044039,8078683,R,Drama
Cargo,4200000,0,313230,R,Drama
Love and Death on Long Island,4030000,2542264,2542264,PG-13,Drama
Porky's,4000000,109492484,109492484,R,Comedy
Peter Pan,4000000,87400000,87400000,PG,Adventure
The Crying Game,4000000,62546695,62546695,R,Drama
Lost in Translation,4000000,44585453,117085297,R,Drama
Annie Hall,4000000,38251425,38251425,,Comedy
Leaving Las Vegas,4000000,31983777,49800000,R,Drama
Monster's Ball,4000000,31273922,43766463,R,Drama
Boyhood,4000000,25379975,57273049,R,Drama
The Kids Are All Right,4000000,20811365,36275469,R,Comedy
Life of Brian,4000000,20008693,20008693,R,Comedy
A Haunted House 2,4000000,17329487,21206861,R,Comedy
The Last Exorcism Part II,4000000,15179303,25448707,PG-13,Horror
The Front Page,4000000,15000000,15000000,,Comedy
The Return of the Living Dead,4000000,14237880,14237880,R,Horror
Saving Grace,4000000,12178602,27786849,R,Comedy
The Great Escape,4000000,11744471,11744471,,Drama
The Darkness,4000000,10753574,10898293,PG-13,Horror
The Wash,4000000,10097096,10097096,R,Comedy
3 Strikes,4000000,9821335,9821335,R,Comedy
The Visitor,4000000,9427026,19174817,PG-13,Comedy
The Cooler,4000000,8291572,11131455,R,Drama
The Night Listener,4000000,7836393,10770993,R,Drama
The Jerky Boys,4000000,7555256,7555256,R,Comedy
El orfanato,4000000,7159147,79250193,R,Horror
Bug,4000000,7006708,8302995,R,Drama
Let's Go to Prison,4000000,4630045,4630045,R,Comedy
Four Rooms,4000000,4301000,4301000,R,Comedy
Secretary,4000000,4046737,9413956,R,Drama
Talk Radio,4000000,3468572,3468572,,Drama
Waiting for Guffman,4000000,2922988,2922988,R,Comedy
Love Stinks,4000000,2793776,2793776,R,Comedy
Thumbsucker,4000000,1328679,1919197,R,Comedy
Red State,4000000,1065429,1983596,R,Horror
MirrorMask,4000000,864959,973613,PG,Drama
Poolhall Junkies,4000000,563711,563711,R,Drama
The Face of Love,4000000,385069,1158877,PG-13,Drama
Joe,4000000,373375,373375,R,Drama
Prison,4000000,354704,354704,,Horror
Adoration,4000000,294244,384244,R,Drama
The Big Tease,4000000,185577,185577,R,Comedy
Desert Dancer,4000000,155271,338109,PG-13,Drama
Manglehorn,4000000,132270,797439,PG-13,Drama
Tau ming chong,4000000,129078,38899792,R,Action
Tau ming chong,4000000,129078,38899792,R,Action
Trust,4000000,120016,120016,R,Drama
An Everlasting Piece,4000000,75078,75078,R,Comedy
Stake Land,4000000,33245,679482,R,Horror
Sonny,4000000,17639,17639,R,Drama
Another Happy Day,4000000,9120,978527,R,Drama
The Loved Ones,4000000,0,12302,R,Horror
The Perfect Wave,4000000,0,0,PG,Drama
Gone with the Wind,3900000,198680470,390525192,G,Drama
Network,3800000,23689877,23689877,,Drama
Down for Life,3800000,41914,41914,R,Drama
The Good Heart,3800000,20930,340930,R,Drama
Hevi reissu,3800000,9079,9079,,Comedy
Casa de Areia,3750000,539285,1178175,R,Drama
Defendor,3750000,44462,44462,R,Drama
The History Boys,3700000,2730296,13447998,R,Comedy
Airplane!,3500000,83453539,83453539,PG,Comedy
The Full Monty,3500000,45950122,261249383,R,Comedy
Menace II Society,3500000,27731527,27731527,R,Action
Friday,3500000,27467564,27936778,R,Comedy
The Witch,3500000,25138705,40454520,R,Horror
Empire,3500000,17504595,18495444,R,Drama
Forever My Girl,3500000,16376066,16376066,PG,Drama
Creepshow 2,3500000,14000000,14000000,R,Horror
In Cold Blood,3500000,13000000,13007551,R,Drama
I Got the Hook-Up!,3500000,10317779,10317779,R,Comedy
Gods and Monsters,3500000,6451628,6451628,R,Drama
Evil Dead II,3500000,5923044,5923044,,Horror
Pootie Tang,3500000,3293258,3293258,PG-13,Comedy
Believe,3500000,890303,890303,PG,Drama
La otra conquista,3500000,886410,886410,R,Drama
American Honey,3500000,663247,2611750,R,Drama
Trolljegeren,3500000,253444,5706638,PG,Horror
Ira and Abby,3500000,221096,221096,R,Comedy
The Masked Saint,3500000,182695,182695,PG-13,Action
Winter Passing,3500000,107492,113783,R,Drama
D.E.B.S.,3500000,96793,96793,PG-13,Action
Taxman,3500000,9871,9871,,Comedy
Jagten,3450000,687185,18309793,R,Drama
Margin Call,3400000,5353586,20433227,R,Drama
Choke,3400000,2926565,4124277,R,Comedy
Carousel,3380000,0,3220,,Drama
Whiplash,3300000,13092006,37825230,R,Drama
Bella,3300000,8093373,12405473,PG-13,Drama
Cidade de Deus,3300000,7563397,32059295,R,Drama
A Christmas Story,3250000,20605209,20605209,PG,Comedy
Class of 1984,3250000,6965361,6965361,,Drama
Maria Full of Grace,3200000,6529624,14441158,R,Drama
Beginners,3200000,5790894,14314407,R,Drama
The Meddler,3200000,4267219,5526942,PG-13,Comedy
Adam,3200000,2283291,2834485,PG-13,Drama
Feast,3200000,56131,690872,R,Horror
It’s a Wonderful Life,3180000,6600000,10768908,PG,Drama
Trainspotting,3100000,16501785,71558971,R,Drama
National Lampoon's Animal House,3000000,141600000,141600000,R,Comedy
Paranormal Activity 2,3000000,84752907,177512032,R,Horror
War Room,3000000,67790117,73975239,PG,Drama
Goldfinger,3000000,51100000,124900000,PG,Action
The Bridge on the River Kwai,3000000,33300000,33300000,PG,Drama
Coming Home,3000000,32653000,32653000,,Drama
Waking Ned Devine,3000000,24793251,55193251,PG,Comedy
Air Bud,3000000,24646936,27788649,PG,Adventure
Love and Death,3000000,20123742,20123742,,Comedy
Pokemon 3: The Movie,3000000,17052128,68452128,G,Adventure
Spaced Invaders,3000000,15000000,15000000,PG,Adventure
Krush Groove,3000000,11052713,11052713,R,Drama
Next Day Air,3000000,10027047,10172519,R,Comedy
Belly,3000000,9639390,9639390,R,Drama
Trippin’,3000000,9017070,9017070,R,Comedy
Before Midnight,3000000,8110621,23251930,R,Drama
Teen Wolf Too,3000000,7888000,7888000,,Comedy
The Collector,3000000,7712114,10473836,R,Horror
Phantasm II,3000000,7282851,7282851,,Horror
Woman Thou Art Loosed,3000000,6879730,6879730,R,Drama
Real Women Have Curves,3000000,5853194,7777790,PG-13,Comedy
Water,3000000,5529144,11322573,PG-13,Drama
Don’t Think Twice,3000000,4417983,4417983,R,Comedy
Swiss Army Man,3000000,4210454,5837111,R,Drama
East is East,3000000,4170647,30438635,R,Comedy
Whipped,3000000,4142507,4142507,R,Comedy
Kama Sutra,3000000,4109095,4109095,R,Drama
Frances Ha,3000000,4067398,11262769,R,Comedy
Warlock: The Armageddon,3000000,3902679,3902679,R,Horror
Days of Heaven,3000000,3446749,3660880,,Drama
Compadres,3000000,3127773,7445044,R,Comedy
Basquiat,3000000,2962051,2962051,R,Drama
Tsotsi,3000000,2912606,11537539,R,Drama
Letters to God,3000000,2848587,3237452,PG,Drama
Tusk,3000000,1821983,1857688,R,Horror
Elephant,3000000,1266955,10051516,R,Drama
Bachelorette,3000000,446770,12577401,R,Comedy
Everybody Wants to Be Italian,3000000,351416,351416,R,Comedy
Creature,3000000,331000,331000,R,Horror
Freeway,3000000,295493,295493,R,Comedy
Dead Alive,3000000,242623,242623,,Horror
Chain Letter,3000000,205842,1022453,R,Horror
Tim and Eric's Billion Dollar Movie,3000000,201436,223652,R,Comedy
Holly,3000000,163069,163069,R,Drama
The Grand,3000000,115879,115879,R,Comedy
Sommersturm,3000000,95204,95204,R,Drama
Fort McCoy,3000000,78948,78948,R,Drama
The Gambler,3000000,51773,101773,R,Drama
Before We Go,3000000,37151,483938,PG-13,Drama
Tanner Hall,3000000,5073,5073,R,Drama
My Big Fat Independent Movie,3000000,4655,4655,R,Comedy
They Came Together,3000000,0,82780,R,Comedy
Barry Munday,3000000,0,0,R,Comedy
Central do Brasil,2900000,5969553,17006158,R,Drama
High Tension,2850000,3681066,6435262,R,Horror
Young Frankenstein,2800000,86300000,86300000,PG,Comedy
The Omen,2800000,48570885,48570885,R,Horror
Hustle & Flow,2800000,22202809,23591783,R,Drama
Artie Lange's Beer League,2800000,475000,475000,R,Comedy
Diary of the Dead,2750000,952620,5394447,R,Horror
The Black Stallion,2700000,37799643,37799643,G,Drama
Ulee's Gold,2700000,9054736,15600000,R,Drama
Blazing Saddles,2600000,119500000,119500000,R,Comedy
Ida,2600000,3827060,15298355,PG-13,Drama
